Source,Target,Weight,Coefficient
c138,c58,1,1.0
c138,c202,5,1.0
c138,c211,5,1.0
c138,c67,1,1.0
c138,c76,1,1.0
c138,c85,1,1.0
c138,c94,1,1.0
c138,c59,1,1.0
c138,c203,5,1.0
c138,c212,5,1.0
c138,c68,1,1.0
c138,c77,1,1.0
c138,c86,1,1.0
c138,c95,1,1.0
c46,minobj,81,1.0
c46,c41,9,1.0
c46,c51,9,1.0
c46,c104,9,1.0
c46,c213,1,1.0
c46,c222,9,1.0
c46,c1,9,1.0
c46,c112,9,1.0
c46,c141,1,1.0
c46,c6,9,1.0
c46,c119,9,1.0
c46,c150,1,1.0
c46,c11,9,1.0
c46,c125,9,1.0
c46,c159,1,1.0
c46,c16,9,1.0
c46,c130,9,1.0
c46,c168,1,1.0
c46,c21,9,1.0
c46,c134,9,1.0
c46,c177,1,1.0
c46,c26,9,1.0
c46,c137,9,1.0
c46,c186,1,1.0
c46,c31,9,1.0
c46,c139,9,1.0
c46,c195,1,1.0
c46,c36,9,1.0
c46,c140,9,1.0
c46,c204,1,1.0
c46,c52,9,1.0
c46,c214,1,1.0
c46,c223,9,1.0
c46,c142,1,1.0
c46,c151,1,1.0
c46,c160,1,1.0
c46,c169,1,1.0
c46,c178,1,1.0
c46,c187,1,1.0
c46,c196,1,1.0
c46,c205,1,1.0
c46,c53,9,1.0
c46,c215,1,1.0
c46,c224,9,1.0
c46,c143,1,1.0
c46,c152,1,1.0
c46,c161,1,1.0
c46,c170,1,1.0
c46,c179,1,1.0
c46,c188,1,1.0
c46,c197,1,1.0
c46,c206,1,1.0
c46,c54,9,1.0
c46,c216,1,1.0
c46,c225,9,1.0
c46,c144,1,1.0
c46,c153,1,1.0
c46,c162,1,1.0
c46,c171,1,1.0
c46,c180,1,1.0
c46,c189,1,1.0
c46,c198,1,1.0
c46,c207,1,1.0
c46,c55,9,1.0
c46,c217,1,1.0
c46,c226,9,1.0
c46,c145,1,1.0
c46,c154,1,1.0
c46,c163,1,1.0
c46,c172,1,1.0
c46,c181,1,1.0
c46,c190,1,1.0
c46,c199,1,1.0
c46,c208,1,1.0
c46,c56,9,1.0
c46,c218,1,1.0
c46,c227,9,1.0
c46,c146,1,1.0
c46,c155,1,1.0
c46,c164,1,1.0
c46,c173,1,1.0
c46,c182,1,1.0
c46,c191,1,1.0
c46,c200,1,1.0
c46,c209,1,1.0
c46,c57,9,1.0
c46,c219,1,1.0
c46,c228,9,1.0
c46,c147,1,1.0
c46,c156,1,1.0
c46,c165,1,1.0
c46,c174,1,1.0
c46,c183,1,1.0
c46,c192,1,1.0
c46,c201,1,1.0
c46,c210,1,1.0
c46,c58,9,1.0
c46,c220,1,1.0
c46,c229,9,1.0
c46,c148,1,1.0
c46,c157,1,1.0
c46,c166,1,1.0
c46,c175,1,1.0
c46,c184,1,1.0
c46,c193,1,1.0
c46,c202,1,1.0
c46,c211,1,1.0
c46,c59,9,1.0
c46,c221,1,1.0
c46,c230,9,1.0
c46,c149,1,1.0
c46,c158,1,1.0
c46,c167,1,1.0
c46,c176,1,1.0
c46,c185,1,1.0
c46,c194,1,1.0
c46,c203,1,1.0
c46,c212,1,1.0
c104,minobj,45,1.0
c104,c41,9,1.0
c104,c46,9,1.0
c104,c51,1,1.0
c104,c213,5,1.0
c104,c222,5,1.0
c104,c42,9,1.0
c104,c47,9,1.0
c104,c60,1,1.0
c104,c43,9,1.0
c104,c48,9,1.0
c104,c69,1,1.0
c104,c44,9,1.0
c104,c49,9,1.0
c104,c78,1,1.0
c104,c45,9,1.0
c104,c50,9,1.0
c104,c87,1,1.0
c104,c52,1,1.0
c104,c214,5,1.0
c104,c223,5,1.0
c104,c61,1,1.0
c104,c70,1,1.0
c104,c79,1,1.0
c104,c88,1,1.0
c104,c53,1,1.0
c104,c215,5,1.0
c104,c224,5,1.0
c104,c62,1,1.0
c104,c71,1,1.0
c104,c80,1,1.0
c104,c89,1,1.0
c104,c54,1,1.0
c104,c216,5,1.0
c104,c225,5,1.0
c104,c63,1,1.0
c104,c72,1,1.0
c104,c81,1,1.0
c104,c90,1,1.0
c104,c55,1,1.0
c104,c217,5,1.0
c104,c226,5,1.0
c104,c64,1,1.0
c104,c73,1,1.0
c104,c82,1,1.0
c104,c91,1,1.0
c104,c56,1,1.0
c104,c218,5,1.0
c104,c227,5,1.0
c104,c65,1,1.0
c104,c74,1,1.0
c104,c83,1,1.0
c104,c92,1,1.0
c104,c57,1,1.0
c104,c219,5,1.0
c104,c228,5,1.0
c104,c66,1,1.0
c104,c75,1,1.0
c104,c84,1,1.0
c104,c93,1,1.0
c104,c58,1,1.0
c104,c220,5,1.0
c104,c229,5,1.0
c104,c67,1,1.0
c104,c76,1,1.0
c104,c85,1,1.0
c104,c94,1,1.0
c104,c59,1,1.0
c104,c221,5,1.0
c104,c230,5,1.0
c104,c68,1,1.0
c104,c77,1,1.0
c104,c86,1,1.0
c104,c95,1,1.0
c222,minobj,45,1.0
c222,c41,1,1.0
c222,c46,9,1.0
c222,c51,9,1.0
c222,c104,5,1.0
c222,c213,5,1.0
c222,c1,1,1.0
c222,c112,5,1.0
c222,c141,5,1.0
c222,c6,1,1.0
c222,c119,5,1.0
c222,c150,5,1.0
c222,c11,1,1.0
c222,c125,5,1.0
c222,c159,5,1.0
c222,c16,1,1.0
c222,c130,5,1.0
c222,c168,5,1.0
c222,c21,1,1.0
c222,c134,5,1.0
c222,c177,5,1.0
c222,c26,1,1.0
c222,c137,5,1.0
c222,c186,5,1.0
c222,c31,1,1.0
c222,c139,5,1.0
c222,c195,5,1.0
c222,c36,1,1.0
c222,c140,5,1.0
c222,c204,5,1.0
c222,c42,1,1.0
c222,c47,9,1.0
c222,c60,9,1.0
c222,c2,1,1.0
c222,c7,1,1.0
c222,c12,1,1.0
c222,c17,1,1.0
c222,c22,1,1.0
c222,c27,1,1.0
c222,c32,1,1.0
c222,c37,1,1.0
c222,c43,1,1.0
c222,c48,9,1.0
c222,c69,9,1.0
c222,c3,1,1.0
c222,c8,1,1.0
c222,c13,1,1.0
c222,c18,1,1.0
c222,c23,1,1.0
c222,c28,1,1.0
c222,c33,1,1.0
c222,c38,1,1.0
c222,c44,1,1.0
c222,c49,9,1.0
c222,c78,9,1.0
c222,c4,1,1.0
c222,c9,1,1.0
c222,c14,1,1.0
c222,c19,1,1.0
c222,c24,1,1.0
c222,c29,1,1.0
c222,c34,1,1.0
c222,c39,1,1.0
c222,c45,1,1.0
c222,c50,9,1.0
c222,c87,9,1.0
c222,c5,1,1.0
c222,c10,1,1.0
c222,c15,1,1.0
c222,c20,1,1.0
c222,c25,1,1.0
c222,c30,1,1.0
c222,c35,1,1.0
c222,c40,1,1.0
c112,minobj,45,1.0
c112,c1,9,1.0
c112,c46,9,1.0
c112,c51,1,1.0
c112,c141,5,1.0
c112,c222,5,1.0
c112,c2,9,1.0
c112,c47,9,1.0
c112,c60,1,1.0
c112,c3,9,1.0
c112,c48,9,1.0
c112,c69,1,1.0
c112,c4,9,1.0
c112,c49,9,1.0
c112,c78,1,1.0
c112,c5,9,1.0
c112,c50,9,1.0
c112,c87,1,1.0
c112,c52,1,1.0
c112,c142,5,1.0
c112,c223,5,1.0
c112,c61,1,1.0
c112,c70,1,1.0
c112,c79,1,1.0
c112,c88,1,1.0
c112,c53,1,1.0
c112,c143,5,1.0
c112,c224,5,1.0
c112,c62,1,1.0
c112,c71,1,1.0
c112,c80,1,1.0
c112,c89,1,1.0
c112,c54,1,1.0
c112,c144,5,1.0
c112,c225,5,1.0
c112,c63,1,1.0
c112,c72,1,1.0
c112,c81,1,1.0
c112,c90,1,1.0
c112,c55,1,1.0
c112,c145,5,1.0
c112,c226,5,1.0
c112,c64,1,1.0
c112,c73,1,1.0
c112,c82,1,1.0
c112,c91,1,1.0
c112,c56,1,1.0
c112,c146,5,1.0
c112,c227,5,1.0
c112,c65,1,1.0
c112,c74,1,1.0
c112,c83,1,1.0
c112,c92,1,1.0
c112,c57,1,1.0
c112,c147,5,1.0
c112,c228,5,1.0
c112,c66,1,1.0
c112,c75,1,1.0
c112,c84,1,1.0
c112,c93,1,1.0
c112,c58,1,1.0
c112,c148,5,1.0
c112,c229,5,1.0
c112,c67,1,1.0
c112,c76,1,1.0
c112,c85,1,1.0
c112,c94,1,1.0
c112,c59,1,1.0
c112,c149,5,1.0
c112,c230,5,1.0
c112,c68,1,1.0
c112,c77,1,1.0
c112,c86,1,1.0
c112,c95,1,1.0
c119,minobj,45,1.0
c119,c6,9,1.0
c119,c46,9,1.0
c119,c51,1,1.0
c119,c150,5,1.0
c119,c222,5,1.0
c119,c7,9,1.0
c119,c47,9,1.0
c119,c60,1,1.0
c119,c8,9,1.0
c119,c48,9,1.0
c119,c69,1,1.0
c119,c9,9,1.0
c119,c49,9,1.0
c119,c78,1,1.0
c119,c10,9,1.0
c119,c50,9,1.0
c119,c87,1,1.0
c119,c52,1,1.0
c119,c151,5,1.0
c119,c223,5,1.0
c119,c61,1,1.0
c119,c70,1,1.0
c119,c79,1,1.0
c119,c88,1,1.0
c119,c53,1,1.0
c119,c152,5,1.0
c119,c224,5,1.0
c119,c62,1,1.0
c119,c71,1,1.0
c119,c80,1,1.0
c119,c89,1,1.0
c119,c54,1,1.0
c119,c153,5,1.0
c119,c225,5,1.0
c119,c63,1,1.0
c119,c72,1,1.0
c119,c81,1,1.0
c119,c90,1,1.0
c119,c55,1,1.0
c119,c154,5,1.0
c119,c226,5,1.0
c119,c64,1,1.0
c119,c73,1,1.0
c119,c82,1,1.0
c119,c91,1,1.0
c119,c56,1,1.0
c119,c155,5,1.0
c119,c227,5,1.0
c119,c65,1,1.0
c119,c74,1,1.0
c119,c83,1,1.0
c119,c92,1,1.0
c119,c57,1,1.0
c119,c156,5,1.0
c119,c228,5,1.0
c119,c66,1,1.0
c119,c75,1,1.0
c119,c84,1,1.0
c119,c93,1,1.0
c119,c58,1,1.0
c119,c157,5,1.0
c119,c229,5,1.0
c119,c67,1,1.0
c119,c76,1,1.0
c119,c85,1,1.0
c119,c94,1,1.0
c119,c59,1,1.0
c119,c158,5,1.0
c119,c230,5,1.0
c119,c68,1,1.0
c119,c77,1,1.0
c119,c86,1,1.0
c119,c95,1,1.0
c125,minobj,45,1.0
c125,c11,9,1.0
c125,c46,9,1.0
c125,c51,1,1.0
c125,c159,5,1.0
c125,c222,5,1.0
c125,c12,9,1.0
c125,c47,9,1.0
c125,c60,1,1.0
c125,c13,9,1.0
c125,c48,9,1.0
c125,c69,1,1.0
c125,c14,9,1.0
c125,c49,9,1.0
c125,c78,1,1.0
c125,c15,9,1.0
c125,c50,9,1.0
c125,c87,1,1.0
c125,c52,1,1.0
c125,c160,5,1.0
c125,c223,5,1.0
c125,c61,1,1.0
c125,c70,1,1.0
c125,c79,1,1.0
c125,c88,1,1.0
c125,c53,1,1.0
c125,c161,5,1.0
c125,c224,5,1.0
c125,c62,1,1.0
c125,c71,1,1.0
c125,c80,1,1.0
c125,c89,1,1.0
c125,c54,1,1.0
c125,c162,5,1.0
c125,c225,5,1.0
c125,c63,1,1.0
c125,c72,1,1.0
c125,c81,1,1.0
c125,c90,1,1.0
c125,c55,1,1.0
c125,c163,5,1.0
c125,c226,5,1.0
c125,c64,1,1.0
c125,c73,1,1.0
c125,c82,1,1.0
c125,c91,1,1.0
c125,c56,1,1.0
c125,c164,5,1.0
c125,c227,5,1.0
c125,c65,1,1.0
c125,c74,1,1.0
c125,c83,1,1.0
c125,c92,1,1.0
c125,c57,1,1.0
c125,c165,5,1.0
c125,c228,5,1.0
c125,c66,1,1.0
c125,c75,1,1.0
c125,c84,1,1.0
c125,c93,1,1.0
c125,c58,1,1.0
c125,c166,5,1.0
c125,c229,5,1.0
c125,c67,1,1.0
c125,c76,1,1.0
c125,c85,1,1.0
c125,c94,1,1.0
c125,c59,1,1.0
c125,c167,5,1.0
c125,c230,5,1.0
c125,c68,1,1.0
c125,c77,1,1.0
c125,c86,1,1.0
c125,c95,1,1.0
c130,minobj,45,1.0
c130,c16,9,1.0
c130,c46,9,1.0
c130,c51,1,1.0
c130,c168,5,1.0
c130,c222,5,1.0
c130,c17,9,1.0
c130,c47,9,1.0
c130,c60,1,1.0
c130,c18,9,1.0
c130,c48,9,1.0
c130,c69,1,1.0
c130,c19,9,1.0
c130,c49,9,1.0
c130,c78,1,1.0
c130,c20,9,1.0
c130,c50,9,1.0
c130,c87,1,1.0
c130,c52,1,1.0
c130,c169,5,1.0
c130,c223,5,1.0
c130,c61,1,1.0
c130,c70,1,1.0
c130,c79,1,1.0
c130,c88,1,1.0
c130,c53,1,1.0
c130,c170,5,1.0
c130,c224,5,1.0
c130,c62,1,1.0
c130,c71,1,1.0
c130,c80,1,1.0
c130,c89,1,1.0
c130,c54,1,1.0
c130,c171,5,1.0
c130,c225,5,1.0
c130,c63,1,1.0
c130,c72,1,1.0
c130,c81,1,1.0
c130,c90,1,1.0
c130,c55,1,1.0
c130,c172,5,1.0
c130,c226,5,1.0
c130,c64,1,1.0
c130,c73,1,1.0
c130,c82,1,1.0
c130,c91,1,1.0
c130,c56,1,1.0
c130,c173,5,1.0
c130,c227,5,1.0
c130,c65,1,1.0
c130,c74,1,1.0
c130,c83,1,1.0
c130,c92,1,1.0
c130,c57,1,1.0
c130,c174,5,1.0
c130,c228,5,1.0
c130,c66,1,1.0
c130,c75,1,1.0
c130,c84,1,1.0
c130,c93,1,1.0
c130,c58,1,1.0
c130,c175,5,1.0
c130,c229,5,1.0
c130,c67,1,1.0
c130,c76,1,1.0
c130,c85,1,1.0
c130,c94,1,1.0
c130,c59,1,1.0
c130,c176,5,1.0
c130,c230,5,1.0
c130,c68,1,1.0
c130,c77,1,1.0
c130,c86,1,1.0
c130,c95,1,1.0
c134,minobj,45,1.0
c134,c21,9,1.0
c134,c46,9,1.0
c134,c51,1,1.0
c134,c177,5,1.0
c134,c222,5,1.0
c134,c22,9,1.0
c134,c47,9,1.0
c134,c60,1,1.0
c134,c23,9,1.0
c134,c48,9,1.0
c134,c69,1,1.0
c134,c24,9,1.0
c134,c49,9,1.0
c134,c78,1,1.0
c134,c25,9,1.0
c134,c50,9,1.0
c134,c87,1,1.0
c134,c52,1,1.0
c134,c178,5,1.0
c134,c223,5,1.0
c134,c61,1,1.0
c134,c70,1,1.0
c134,c79,1,1.0
c134,c88,1,1.0
c134,c53,1,1.0
c134,c179,5,1.0
c134,c224,5,1.0
c134,c62,1,1.0
c134,c71,1,1.0
c134,c80,1,1.0
c134,c89,1,1.0
c134,c54,1,1.0
c134,c180,5,1.0
c134,c225,5,1.0
c134,c63,1,1.0
c134,c72,1,1.0
c134,c81,1,1.0
c134,c90,1,1.0
c134,c55,1,1.0
c134,c181,5,1.0
c134,c226,5,1.0
c134,c64,1,1.0
c134,c73,1,1.0
c134,c82,1,1.0
c134,c91,1,1.0
c134,c56,1,1.0
c134,c182,5,1.0
c134,c227,5,1.0
c134,c65,1,1.0
c134,c74,1,1.0
c134,c83,1,1.0
c134,c92,1,1.0
c134,c57,1,1.0
c134,c183,5,1.0
c134,c228,5,1.0
c134,c66,1,1.0
c134,c75,1,1.0
c134,c84,1,1.0
c134,c93,1,1.0
c134,c58,1,1.0
c134,c184,5,1.0
c134,c229,5,1.0
c134,c67,1,1.0
c134,c76,1,1.0
c134,c85,1,1.0
c134,c94,1,1.0
c134,c59,1,1.0
c134,c185,5,1.0
c134,c230,5,1.0
c134,c68,1,1.0
c134,c77,1,1.0
c134,c86,1,1.0
c134,c95,1,1.0
c137,minobj,45,1.0
c137,c26,9,1.0
c137,c46,9,1.0
c137,c51,1,1.0
c137,c186,5,1.0
c137,c222,5,1.0
c137,c27,9,1.0
c137,c47,9,1.0
c137,c60,1,1.0
c137,c28,9,1.0
c137,c48,9,1.0
c137,c69,1,1.0
c137,c29,9,1.0
c137,c49,9,1.0
c137,c78,1,1.0
c137,c30,9,1.0
c137,c50,9,1.0
c137,c87,1,1.0
c137,c52,1,1.0
c137,c187,5,1.0
c137,c223,5,1.0
c137,c61,1,1.0
c137,c70,1,1.0
c137,c79,1,1.0
c137,c88,1,1.0
c137,c53,1,1.0
c137,c188,5,1.0
c137,c224,5,1.0
c137,c62,1,1.0
c137,c71,1,1.0
c137,c80,1,1.0
c137,c89,1,1.0
c137,c54,1,1.0
c137,c189,5,1.0
c137,c225,5,1.0
c137,c63,1,1.0
c137,c72,1,1.0
c137,c81,1,1.0
c137,c90,1,1.0
c137,c55,1,1.0
c137,c190,5,1.0
c137,c226,5,1.0
c137,c64,1,1.0
c137,c73,1,1.0
c137,c82,1,1.0
c137,c91,1,1.0
c137,c56,1,1.0
c137,c191,5,1.0
c137,c227,5,1.0
c137,c65,1,1.0
c137,c74,1,1.0
c137,c83,1,1.0
c137,c92,1,1.0
c137,c57,1,1.0
c137,c192,5,1.0
c137,c228,5,1.0
c137,c66,1,1.0
c137,c75,1,1.0
c137,c84,1,1.0
c137,c93,1,1.0
c137,c58,1,1.0
c137,c193,5,1.0
c137,c229,5,1.0
c137,c67,1,1.0
c137,c76,1,1.0
c137,c85,1,1.0
c137,c94,1,1.0
c137,c59,1,1.0
c137,c194,5,1.0
c137,c230,5,1.0
c137,c68,1,1.0
c137,c77,1,1.0
c137,c86,1,1.0
c137,c95,1,1.0
c139,minobj,45,1.0
c139,c31,9,1.0
c139,c46,9,1.0
c139,c51,1,1.0
c139,c195,5,1.0
c139,c222,5,1.0
c139,c32,9,1.0
c139,c47,9,1.0
c139,c60,1,1.0
c139,c33,9,1.0
c139,c48,9,1.0
c139,c69,1,1.0
c139,c34,9,1.0
c139,c49,9,1.0
c139,c78,1,1.0
c139,c35,9,1.0
c139,c50,9,1.0
c139,c87,1,1.0
c139,c52,1,1.0
c139,c196,5,1.0
c139,c223,5,1.0
c139,c61,1,1.0
c139,c70,1,1.0
c139,c79,1,1.0
c139,c88,1,1.0
c139,c53,1,1.0
c139,c197,5,1.0
c139,c224,5,1.0
c139,c62,1,1.0
c139,c71,1,1.0
c139,c80,1,1.0
c139,c89,1,1.0
c139,c54,1,1.0
c139,c198,5,1.0
c139,c225,5,1.0
c139,c63,1,1.0
c139,c72,1,1.0
c139,c81,1,1.0
c139,c90,1,1.0
c139,c55,1,1.0
c139,c199,5,1.0
c139,c226,5,1.0
c139,c64,1,1.0
c139,c73,1,1.0
c139,c82,1,1.0
c139,c91,1,1.0
c139,c56,1,1.0
c139,c200,5,1.0
c139,c227,5,1.0
c139,c65,1,1.0
c139,c74,1,1.0
c139,c83,1,1.0
c139,c92,1,1.0
c139,c57,1,1.0
c139,c201,5,1.0
c139,c228,5,1.0
c139,c66,1,1.0
c139,c75,1,1.0
c139,c84,1,1.0
c139,c93,1,1.0
c139,c58,1,1.0
c139,c202,5,1.0
c139,c229,5,1.0
c139,c67,1,1.0
c139,c76,1,1.0
c139,c85,1,1.0
c139,c94,1,1.0
c139,c59,1,1.0
c139,c203,5,1.0
c139,c230,5,1.0
c139,c68,1,1.0
c139,c77,1,1.0
c139,c86,1,1.0
c139,c95,1,1.0
c140,minobj,45,1.0
c140,c36,9,1.0
c140,c46,9,1.0
c140,c51,1,1.0
c140,c204,5,1.0
c140,c222,5,1.0
c140,c37,9,1.0
c140,c47,9,1.0
c140,c60,1,1.0
c140,c38,9,1.0
c140,c48,9,1.0
c140,c69,1,1.0
c140,c39,9,1.0
c140,c49,9,1.0
c140,c78,1,1.0
c140,c40,9,1.0
c140,c50,9,1.0
c140,c87,1,1.0
c140,c52,1,1.0
c140,c205,5,1.0
c140,c223,5,1.0
c140,c61,1,1.0
c140,c70,1,1.0
c140,c79,1,1.0
c140,c88,1,1.0
c140,c53,1,1.0
c140,c206,5,1.0
c140,c224,5,1.0
c140,c62,1,1.0
c140,c71,1,1.0
c140,c80,1,1.0
c140,c89,1,1.0
c140,c54,1,1.0
c140,c207,5,1.0
c140,c225,5,1.0
c140,c63,1,1.0
c140,c72,1,1.0
c140,c81,1,1.0
c140,c90,1,1.0
c140,c55,1,1.0
c140,c208,5,1.0
c140,c226,5,1.0
c140,c64,1,1.0
c140,c73,1,1.0
c140,c82,1,1.0
c140,c91,1,1.0
c140,c56,1,1.0
c140,c209,5,1.0
c140,c227,5,1.0
c140,c65,1,1.0
c140,c74,1,1.0
c140,c83,1,1.0
c140,c92,1,1.0
c140,c57,1,1.0
c140,c210,5,1.0
c140,c228,5,1.0
c140,c66,1,1.0
c140,c75,1,1.0
c140,c84,1,1.0
c140,c93,1,1.0
c140,c58,1,1.0
c140,c211,5,1.0
c140,c229,5,1.0
c140,c67,1,1.0
c140,c76,1,1.0
c140,c85,1,1.0
c140,c94,1,1.0
c140,c59,1,1.0
c140,c212,5,1.0
c140,c230,5,1.0
c140,c68,1,1.0
c140,c77,1,1.0
c140,c86,1,1.0
c140,c95,1,1.0
c2,minobj,81,1.0
c2,c42,9,1.0
c2,c60,9,1.0
c2,c96,9,1.0
c2,c141,9,1.0
c2,c213,1,1.0
c2,c7,9,1.0
c2,c105,9,1.0
c2,c150,1,1.0
c2,c12,9,1.0
c2,c106,9,1.0
c2,c159,1,1.0
c2,c17,9,1.0
c2,c107,9,1.0
c2,c168,1,1.0
c2,c22,9,1.0
c2,c108,9,1.0
c2,c177,1,1.0
c2,c27,9,1.0
c2,c109,9,1.0
c2,c186,1,1.0
c2,c32,9,1.0
c2,c110,9,1.0
c2,c195,1,1.0
c2,c37,9,1.0
c2,c111,9,1.0
c2,c204,1,1.0
c2,c47,9,1.0
c2,c112,9,1.0
c2,c222,1,1.0
c2,c61,9,1.0
c2,c142,9,1.0
c2,c214,1,1.0
c2,c151,1,1.0
c2,c160,1,1.0
c2,c169,1,1.0
c2,c178,1,1.0
c2,c187,1,1.0
c2,c196,1,1.0
c2,c205,1,1.0
c2,c223,1,1.0
c2,c62,9,1.0
c2,c143,9,1.0
c2,c215,1,1.0
c2,c152,1,1.0
c2,c161,1,1.0
c2,c170,1,1.0
c2,c179,1,1.0
c2,c188,1,1.0
c2,c197,1,1.0
c2,c206,1,1.0
c2,c224,1,1.0
c2,c63,9,1.0
c2,c144,9,1.0
c2,c216,1,1.0
c2,c153,1,1.0
c2,c162,1,1.0
c2,c171,1,1.0
c2,c180,1,1.0
c2,c189,1,1.0
c2,c198,1,1.0
c2,c207,1,1.0
c2,c225,1,1.0
c2,c64,9,1.0
c2,c145,9,1.0
c2,c217,1,1.0
c2,c154,1,1.0
c2,c163,1,1.0
c2,c172,1,1.0
c2,c181,1,1.0
c2,c190,1,1.0
c2,c199,1,1.0
c2,c208,1,1.0
c2,c226,1,1.0
c2,c65,9,1.0
c2,c146,9,1.0
c2,c218,1,1.0
c2,c155,1,1.0
c2,c164,1,1.0
c2,c173,1,1.0
c2,c182,1,1.0
c2,c191,1,1.0
c2,c200,1,1.0
c2,c209,1,1.0
c2,c227,1,1.0
c2,c66,9,1.0
c2,c147,9,1.0
c2,c219,1,1.0
c2,c156,1,1.0
c2,c165,1,1.0
c2,c174,1,1.0
c2,c183,1,1.0
c2,c192,1,1.0
c2,c201,1,1.0
c2,c210,1,1.0
c2,c228,1,1.0
c2,c67,9,1.0
c2,c148,9,1.0
c2,c220,1,1.0
c2,c157,1,1.0
c2,c166,1,1.0
c2,c175,1,1.0
c2,c184,1,1.0
c2,c193,1,1.0
c2,c202,1,1.0
c2,c211,1,1.0
c2,c229,1,1.0
c2,c68,9,1.0
c2,c149,9,1.0
c2,c221,1,1.0
c2,c158,1,1.0
c2,c167,1,1.0
c2,c176,1,1.0
c2,c185,1,1.0
c2,c194,1,1.0
c2,c203,1,1.0
c2,c212,1,1.0
c2,c230,1,1.0
c42,minobj,81,1.0
c42,c2,9,1.0
c42,c60,9,1.0
c42,c96,9,1.0
c42,c141,1,1.0
c42,c213,9,1.0
c42,c7,9,1.0
c42,c97,9,1.0
c42,c150,1,1.0
c42,c12,9,1.0
c42,c98,9,1.0
c42,c159,1,1.0
c42,c17,9,1.0
c42,c99,9,1.0
c42,c168,1,1.0
c42,c22,9,1.0
c42,c100,9,1.0
c42,c177,1,1.0
c42,c27,9,1.0
c42,c101,9,1.0
c42,c186,1,1.0
c42,c32,9,1.0
c42,c102,9,1.0
c42,c195,1,1.0
c42,c37,9,1.0
c42,c103,9,1.0
c42,c204,1,1.0
c42,c47,9,1.0
c42,c104,9,1.0
c42,c222,1,1.0
c42,c61,9,1.0
c42,c142,1,1.0
c42,c214,9,1.0
c42,c151,1,1.0
c42,c160,1,1.0
c42,c169,1,1.0
c42,c178,1,1.0
c42,c187,1,1.0
c42,c196,1,1.0
c42,c205,1,1.0
c42,c223,1,1.0
c42,c62,9,1.0
c42,c143,1,1.0
c42,c215,9,1.0
c42,c152,1,1.0
c42,c161,1,1.0
c42,c170,1,1.0
c42,c179,1,1.0
c42,c188,1,1.0
c42,c197,1,1.0
c42,c206,1,1.0
c42,c224,1,1.0
c42,c63,9,1.0
c42,c144,1,1.0
c42,c216,9,1.0
c42,c153,1,1.0
c42,c162,1,1.0
c42,c171,1,1.0
c42,c180,1,1.0
c42,c189,1,1.0
c42,c198,1,1.0
c42,c207,1,1.0
c42,c225,1,1.0
c42,c64,9,1.0
c42,c145,1,1.0
c42,c217,9,1.0
c42,c154,1,1.0
c42,c163,1,1.0
c42,c172,1,1.0
c42,c181,1,1.0
c42,c190,1,1.0
c42,c199,1,1.0
c42,c208,1,1.0
c42,c226,1,1.0
c42,c65,9,1.0
c42,c146,1,1.0
c42,c218,9,1.0
c42,c155,1,1.0
c42,c164,1,1.0
c42,c173,1,1.0
c42,c182,1,1.0
c42,c191,1,1.0
c42,c200,1,1.0
c42,c209,1,1.0
c42,c227,1,1.0
c42,c66,9,1.0
c42,c147,1,1.0
c42,c219,9,1.0
c42,c156,1,1.0
c42,c165,1,1.0
c42,c174,1,1.0
c42,c183,1,1.0
c42,c192,1,1.0
c42,c201,1,1.0
c42,c210,1,1.0
c42,c228,1,1.0
c42,c67,9,1.0
c42,c148,1,1.0
c42,c220,9,1.0
c42,c157,1,1.0
c42,c166,1,1.0
c42,c175,1,1.0
c42,c184,1,1.0
c42,c193,1,1.0
c42,c202,1,1.0
c42,c211,1,1.0
c42,c229,1,1.0
c42,c68,9,1.0
c42,c149,1,1.0
c42,c221,9,1.0
c42,c158,1,1.0
c42,c167,1,1.0
c42,c176,1,1.0
c42,c185,1,1.0
c42,c194,1,1.0
c42,c203,1,1.0
c42,c212,1,1.0
c42,c230,1,1.0
c60,minobj,45,1.0
c60,c2,9,1.0
c60,c42,9,1.0
c60,c96,1,1.0
c60,c141,9,1.0
c60,c213,9,1.0
c60,c7,9,1.0
c60,c97,1,1.0
c60,c150,9,1.0
c60,c105,1,1.0
c60,c12,9,1.0
c60,c98,1,1.0
c60,c159,9,1.0
c60,c106,1,1.0
c60,c113,1,1.0
c60,c17,9,1.0
c60,c99,1,1.0
c60,c168,9,1.0
c60,c107,1,1.0
c60,c114,1,1.0
c60,c120,1,1.0
c60,c22,9,1.0
c60,c100,1,1.0
c60,c177,9,1.0
c60,c108,1,1.0
c60,c115,1,1.0
c60,c121,1,1.0
c60,c126,1,1.0
c60,c27,9,1.0
c60,c101,1,1.0
c60,c186,9,1.0
c60,c109,1,1.0
c60,c116,1,1.0
c60,c122,1,1.0
c60,c127,1,1.0
c60,c131,1,1.0
c60,c32,9,1.0
c60,c102,1,1.0
c60,c195,9,1.0
c60,c110,1,1.0
c60,c117,1,1.0
c60,c123,1,1.0
c60,c128,1,1.0
c60,c132,1,1.0
c60,c135,1,1.0
c60,c37,9,1.0
c60,c103,1,1.0
c60,c204,9,1.0
c60,c111,1,1.0
c60,c118,1,1.0
c60,c124,1,1.0
c60,c129,1,1.0
c60,c133,1,1.0
c60,c136,1,1.0
c60,c138,1,1.0
c60,c47,9,1.0
